record_type,record_id,textbook_id,lesson_key,word,pinyin,pattern,expression,meaning_en_source,meaning_vi,meaning_vi_status
vocabulary,boya-elementary-ii:曾经:cengjing,boya-elementary-ii,,曾经,cengjing,,,once; ever,từng; đã từng,translated_subagent_draft
vocabulary,boya-elementary-ii:被:bei,boya-elementary-ii,,被,bei,,,used in a passive sentence indicidating that the subject is the receiver of the action,dùng trong câu bị động để chỉ chủ ngữ chịu tác động,translated_subagent_draft
vocabulary,boya-elementary-ii:茶:cha,boya-elementary-ii,,茶,cha,,,tea,trà,translated_subagent_draft
vocabulary,boya-elementary-ii:本子:benzi,boya-elementary-ii,,本子,benzi,,,exercise book,vở,translated_subagent_draft
vocabulary,boya-elementary-ii:查:cha,boya-elementary-ii,,查,cha,,,to check; to look up,tra; kiểm tra,translated_subagent_draft
vocabulary,boya-elementary-ii:鼻子:bizi,boya-elementary-ii,,鼻子,bizi,,,nose,mũi,translated_subagent_draft
vocabulary,boya-elementary-ii:尝:chang,boya-elementary-ii,,尝,chang,,,to taste,nếm; thử vị,translated_subagent_draft
vocabulary,boya-elementary-ii:场:chdng,boya-elementary-ii,,场,chdng,,,measure word （ for the process of something）,lượng từ cho một buổi hay một sự kiện,translated_subagent_draft
vocabulary,boya-elementary-ii:戴:dai,boya-elementary-ii,,戴,dài,,,to wear,đeo; đội,translated_subagent_draft
vocabulary,boya-elementary-ii:唱歌:changge,boya-elementary-ii,,唱歌,chang ge,,,to sing a song,hát,translated_subagent_draft
vocabulary,boya-elementary-ii:担心:danxin,boya-elementary-ii,,担心,danxin,,,to worry,lo lắng,translated_subagent_draft
vocabulary,boya-elementary-ii:超市:chaoshi,boya-elementary-ii,,超市,chaoshi,,,supermarket,siêu thị,translated_subagent_draft
vocabulary,boya-elementary-ii:蛋糕:dangao,boya-elementary-ii,,蛋糕,dangao,,,cake,bánh ngọt,translated_subagent_draft
vocabulary,boya-elementary-ii:炒:chdo,boya-elementary-ii,,炒,chdo,,,to try,xào,translated_subagent_draft
vocabulary,boya-elementary-ii:当:dang,boya-elementary-ii,,当,dang,,,to work as,làm; đảm nhiệm vai trò,translated_subagent_draft
vocabulary,boya-elementary-ii:衬衫:chenshan,boya-elementary-ii,,衬衫,chenshan,,,shirt,áo sơ mi,translated_subagent_draft
vocabulary,boya-elementary-ii:倒:dao,boya-elementary-ii,,倒,dao,,,to fall,ngã; đổ,translated_subagent_draft
vocabulary,boya-elementary-ii:成功:chenggong,boya-elementary-ii,,成功,chenggong,,,to succeed,thành công,translated_subagent_draft
vocabulary,boya-elementary-ii:到处:ddochi,boya-elementary-ii,,到处,ddochi,,,everywhere,khắp nơi,translated_subagent_draft
vocabulary,boya-elementary-ii:成绩:chengji,boya-elementary-ii,,成绩,chengji,,,gerade; score,điểm số; thành tích,translated_subagent_draft
vocabulary,boya-elementary-ii:到达:daoda,boya-elementary-ii,,到达,dàodá,,,to arrive,đến nơi,translated_subagent_draft
vocabulary,boya-elementary-ii:成为:chengwei,boya-elementary-ii,,成为,chengwei,,,to become,trở thành,translated_subagent_draft
vocabulary,boya-elementary-ii:乘客:chengke,boya-elementary-ii,,乘客,chengke,,,passenger,hành khách,translated_subagent_draft
vocabulary,boya-elementary-ii:道:dao,boya-elementary-ii,,道,dao,,,measure word （for examination questions）,lượng từ cho câu hỏi; món ăn,translated_subagent_draft
vocabulary,boya-elementary-ii:迟到:chiddo,boya-elementary-ii,,迟到,chiddo,,,to be late,đi muộn,translated_subagent_draft
vocabulary,boya-elementary-ii:得:de,boya-elementary-ii,,得,de,,,to get,phải; cần phải,translated_subagent_draft
vocabulary,boya-elementary-ii:抽空儿:choukongr,boya-elementary-ii,,抽空儿,chou kongr,,,to manage to find time,tranh thủ thời gian rảnh,translated_subagent_draft
vocabulary,boya-elementary-ii:灯:deng,boya-elementary-ii,,灯,deng,,,lamp; lantern,đèn,translated_subagent_draft
vocabulary,boya-elementary-ii:出租:chuzi,boya-elementary-ii,,出租,chuzi,,,to rent out,cho thuê,translated_subagent_draft
vocabulary,boya-elementary-ii:地道:didao,boya-elementary-ii,,地道,didao,,,authentic,chính gốc; chuẩn vị,translated_subagent_draft
vocabulary,boya-elementary-ii:出租车:chuziche,boya-elementary-ii,,出租车,chuziche,,,taxi,xe taxi,translated_subagent_draft
vocabulary,boya-elementary-ii:地点:dididn,boya-elementary-ii,,地点,dididn,,,place; site,địa điểm,translated_subagent_draft
vocabulary,boya-elementary-ii:除了:chule,boya-elementary-ii,,除了,chule,,,except; besides,ngoài; trừ,translated_subagent_draft
vocabulary,boya-elementary-ii:地铁:ditie,boya-elementary-ii,,地铁,ditie,,,subway,tàu điện ngầm,translated_subagent_draft
vocabulary,boya-elementary-ii:厨房:chutang,boya-elementary-ii,,厨房,chutang,,,kitchen,nhà bếp,translated_subagent_draft
vocabulary,boya-elementary-ii:地铁站:ditiezhan,boya-elementary-ii,,地铁站,ditiezhan,,,subway station,ga tàu điện ngầm,translated_subagent_draft
vocabulary,boya-elementary-ii:穿:chuan,boya-elementary-ii,,穿,chuan,,,to wear,mặc,translated_subagent_draft
vocabulary,boya-elementary-ii:点:didn,boya-elementary-ii,,点,didn,,,to order,gọi món; chọn,translated_subagent_draft
vocabulary,boya-elementary-ii:次:ci,boya-elementary-ii,,次,ci,,,measure word （for train or airplane）,lần; chuyến,translated_subagent_draft
vocabulary,boya-elementary-ii:点心:didnxin,boya-elementary-ii,,点心,didnxin,,,light refreshments; dessert,điểm tâm; món tráng miệng nhẹ,translated_subagent_draft
vocabulary,boya-elementary-ii:从来:conglai,boya-elementary-ii,,从来,conglai,,,always; at all times,từ trước đến nay; xưa nay,translated_subagent_draft
vocabulary,boya-elementary-ii:点着:didnzhao,boya-elementary-ii,,点着,didn zhao,,,to light a fire,châm; đốt lên,translated_subagent_draft
vocabulary,boya-elementary-ii:聪明:congming,boya-elementary-ii,,聪明,congming,,,smart; clever,thông minh,translated_subagent_draft
vocabulary,boya-elementary-ii:订:ding,boya-elementary-ii,,订,ding,,,,đặt trước; đặt mua,translated_subagent_draft
vocabulary,boya-elementary-ii:醋:cu,boya-elementary-ii,,醋,cù,,,TESOUIA,giấm,translated_subagent_draft
vocabulary,boya-elementary-ii:丢:diu,boya-elementary-ii,,丢,diu,,,to lose,làm mất; đánh rơi,translated_subagent_draft
vocabulary,boya-elementary-ii:东边:dongbian,boya-elementary-ii,,东边,dongbian,,,east,phía đông,translated_subagent_draft
vocabulary,boya-elementary-ii:东门:dongmen,boya-elementary-ii,,东门,dongmen,,,east gate,cổng phía đông,translated_subagent_draft
vocabulary,boya-elementary-ii:答案:daan,boya-elementary-ii,,答案,da'an,,,answer,đáp án,translated_subagent_draft
vocabulary,boya-elementary-ii:动物:dongwi,boya-elementary-ii,,动物,dongwi,,,animal,động vật,translated_subagent_draft
vocabulary,boya-elementary-ii:打包:ddbao,boya-elementary-ii,,打包,dd bao,,,to pack,gói mang về,translated_subagent_draft
vocabulary,boya-elementary-ii:动物园:dingwiyuan,boya-elementary-ii,,动物园,dingwiyuan,,,Z0O,vườn thú,translated_subagent_draft
vocabulary,boya-elementary-ii:打工:dagong,boya-elementary-ii,,打工,da gong,,,to do extra work,làm thêm; đi làm thuê,translated_subagent_draft
vocabulary,boya-elementary-ii:动作:dongzuo,boya-elementary-ii,,动作,dongzuo,,,action; movement,động tác,translated_subagent_draft
vocabulary,boya-elementary-ii:打算:ddsuan,boya-elementary-ii,,打算,ddsuan,,,to plan,dự định; kế hoạch,translated_subagent_draft
vocabulary,boya-elementary-ii:堵车:diche,boya-elementary-ii,,堵车,di che,,,to be stuck in a trafic jam,tắc đường,translated_subagent_draft
vocabulary,boya-elementary-ii:打招呼:dazhaohu,boya-elementary-ii,,打招呼,da zhaohu,,,to greet sb.； to say hello,chào hỏi,translated_subagent_draft
vocabulary,boya-elementary-ii:锻炼:dudnlian,boya-elementary-ii,,锻炼,dudnlian,,,to do exercise; to work out,tập luyện; rèn luyện,translated_subagent_draft
vocabulary,boya-elementary-ii:打折:ddzhe,boya-elementary-ii,,打折,dd zhe,,,to discount,giảm giá,translated_subagent_draft
vocabulary,boya-elementary-ii:对:dui,boya-elementary-ii,,对,dui,,,towaras; for,đối với; với,translated_subagent_draft
vocabulary,boya-elementary-ii:大象:ddxiang,boya-elementary-ii,,大象,ddxiang,,,elephant,con voi,translated_subagent_draft
vocabulary,boya-elementary-ii:对手:duishou,boya-elementary-ii,,对手,duishou,,,rival; opponent,đối thủ,translated_subagent_draft
vocabulary,boya-elementary-ii:待:dai,boya-elementary-ii,,待,dai,,,to stay,ở lại,translated_subagent_draft
vocabulary,boya-elementary-ii:多么:duome,boya-elementary-ii,,多么,duome,,,how,biết bao; biết mấy,translated_subagent_draft
vocabulary,boya-elementary-ii:感到:gandao,boya-elementary-ii,,感到,gandao,,,to feel,cảm thấy,translated_subagent_draft
vocabulary,boya-elementary-ii:感觉:ganjue,boya-elementary-ii,,感觉,ganjue,,,to feel,cảm giác; cảm thấy,translated_subagent_draft
vocabulary,boya-elementary-ii:饿:e,boya-elementary-ii,,饿,e,,,hungry,đói,translated_subagent_draft
vocabulary,boya-elementary-ii:刚才:gangcai,boya-elementary-ii,,刚才,gangcai,,,Just now,vừa nãy,translated_subagent_draft
vocabulary,boya-elementary-ii:而且:erqie,boya-elementary-ii,,而且,erqie,,,but also,hơn nữa; mà còn,translated_subagent_draft
vocabulary,boya-elementary-ii:歌手:geshou,boya-elementary-ii,,歌手,geshou,,,singer,ca sĩ,translated_subagent_draft
vocabulary,boya-elementary-ii:耳朵:erduo,boya-elementary-ii,,耳朵,erduo,,,ear,tai,translated_subagent_draft
vocabulary,boya-elementary-ii:个子:gezi,boya-elementary-ii,,个子,gezi,,,height,chiều cao; vóc dáng,translated_subagent_draft
vocabulary,boya-elementary-ii:更加:gengjia,boya-elementary-ii,,更加,gengjia,,,to a higher degree,càng; hơn nữa,translated_subagent_draft
vocabulary,boya-elementary-ii:发达:fada,boya-elementary-ii,,发达,fada,,,developed,phát triển,translated_subagent_draft
vocabulary,boya-elementary-ii:公交卡:gongjiaoka,boya-elementary-ii,,公交卡,gongjiaoka,,,bus card; transportation card,thẻ xe buýt; thẻ giao thông công cộng,translated_subagent_draft
vocabulary,boya-elementary-ii:饭馆儿:fanguanr,boya-elementary-ii,,饭馆儿,fanguanr,,,restaurant,quán ăn; nhà hàng,translated_subagent_draft
vocabulary,boya-elementary-ii:公司:gongsi,boya-elementary-ii,,公司,gongsi,,,company,công ty,translated_subagent_draft
vocabulary,boya-elementary-ii:饭卡:fankd,boya-elementary-ii,,饭卡,fankd,,,meal card,thẻ ăn; thẻ căng tin,translated_subagent_draft
vocabulary,boya-elementary-ii:公寓:gongyu,boya-elementary-ii,,公寓,gongyu,,,apartment,căn hộ,translated_subagent_draft
vocabulary,boya-elementary-ii:方便:fangbian,boya-elementary-ii,,方便,fangbian,,,convenient,tiện; thuận tiện,translated_subagent_draft
vocabulary,boya-elementary-ii:公园:gongyuan,boya-elementary-ii,,公园,gongyuan,,,park,công viên,translated_subagent_draft
vocabulary,boya-elementary-ii:房东:fangdong,boya-elementary-ii,,房东,fangdong,,,landlord,chủ nhà; chủ cho thuê,translated_subagent_draft
vocabulary,boya-elementary-ii:共同:gongtong,boya-elementary-ii,,共同,gongtong,,,common,chung; cùng nhau,translated_subagent_draft
vocabulary,boya-elementary-ii:房间:fangjian,boya-elementary-ii,,房间,fangjian,,,room,phòng,translated_subagent_draft
vocabulary,boya-elementary-ii:沟通:goutong,boya-elementary-ii,,沟通,goutong,,,to communicate,giao tiếp; trao đổi,translated_subagent_draft
vocabulary,boya-elementary-ii:房子:fangzi,boya-elementary-ii,,房子,fangzi,,,house,nhà; căn nhà,translated_subagent_draft
vocabulary,boya-elementary-ii:拐:gudi,boya-elementary-ii,,拐,gudi,,,to limp,rẽ; quẹo,translated_subagent_draft
vocabulary,boya-elementary-ii:房租:fangzi,boya-elementary-ii,,房租,fangzi,,,rent,tiền thuê nhà,translated_subagent_draft
vocabulary,boya-elementary-ii:逛:guang,boya-elementary-ii,,逛,guang,,,to stroll; to roam,đi dạo; đi tham quan,translated_subagent_draft
vocabulary,boya-elementary-ii:放松:fangsong,boya-elementary-ii,,放松,fangsong,,,to relax,thư giãn,translated_subagent_draft
vocabulary,boya-elementary-ii:锅:guo,boya-elementary-ii,,锅,guō,,,pan,chảo; nồi,translated_subagent_draft
vocabulary,boya-elementary-ii:飞机:feiji,boya-elementary-ii,,飞机,feiji,,,airplane,máy bay,translated_subagent_draft
vocabulary,boya-elementary-ii:过来:guolai,boya-elementary-ii,,过来,guo lai,,,to come over,qua đây; đến đây,translated_subagent_draft
vocabulary,boya-elementary-ii:非……不可:feibuke,boya-elementary-ii,,非……不可,fēi……bùkě,,,must,nhất định phải; không thể không,translated_subagent_draft
vocabulary,boya-elementary-ii:……分之……:fenzhi,boya-elementary-ii,,……分之……,……fēnzhī……,,,percent,phần; dùng để đọc phân số hoặc phần trăm,translated_subagent_draft
vocabulary,boya-elementary-ii:嗨:hai,boya-elementary-ii,,嗨,hai,,,hey,chào; này,translated_subagent_draft
vocabulary,boya-elementary-ii:份:fen,boya-elementary-ii,,份,fen,,,share; portion （a measure wora）,phần; suất; lượng từ cho phần ăn hay tài liệu,translated_subagent_draft
vocabulary,boya-elementary-ii:海边:hdibian,boya-elementary-ii,,海边,hdibian,,,seaside; beach,bờ biển,translated_subagent_draft
vocabulary,boya-elementary-ii:风景:fengjing,boya-elementary-ii,,风景,fengjing,,,scenery,phong cảnh,translated_subagent_draft
vocabulary,boya-elementary-ii:害怕:haipa,boya-elementary-ii,,害怕,haipa,,,to fear,sợ,translated_subagent_draft
vocabulary,boya-elementary-ii:服务员:fuwuyuan,boya-elementary-ii,,服务员,fuwuyuan,,,"waiter, waitress",nhân viên phục vụ,translated_subagent_draft
vocabulary,boya-elementary-ii:汉堡包:hanbaobdo,boya-elementary-ii,,汉堡包,hanbaobdo,,,hamburger,bánh hamburger,translated_subagent_draft
vocabulary,boya-elementary-ii:辅导:fuddo,boya-elementary-ii,,辅导,fuddo,,,to coach; to tutor,hướng dẫn; kèm học,translated_subagent_draft
vocabulary,boya-elementary-ii:航班:hangban,boya-elementary-ii,,航班,hangban,,,flight,chuyến bay,translated_subagent_draft
vocabulary,boya-elementary-ii:父母:fumu,boya-elementary-ii,,父母,fumu,,,parents,cha mẹ,translated_subagent_draft
vocabulary,boya-elementary-ii:好不:hobi,boya-elementary-ii,,好不,h obi,,,show high degree,rất; dùng để nhấn mạnh mức độ cao,translated_subagent_draft
vocabulary,boya-elementary-ii:负责:fuze,boya-elementary-ii,,负责,fuze,,,to be in charge of,phụ trách; chịu trách nhiệm,translated_subagent_draft
vocabulary,boya-elementary-ii:好玩儿:hdowanr,boya-elementary-ii,,好玩儿,hdowanr,,,interesting,vui; thú vị,translated_subagent_draft
vocabulary,boya-elementary-ii:附近:fujin,boya-elementary-ii,,附近,fujin,,,nearby region,gần đây; vùng lân cận,translated_subagent_draft
vocabulary,boya-elementary-ii:好像:hdoxiang,boya-elementary-ii,,好像,hdoxiang,,,as if,hình như; dường như,translated_subagent_draft
vocabulary,boya-elementary-ii:复习:fuxi,boya-elementary-ii,,复习,fuxi,,,to review,ôn tập,translated_subagent_draft
vocabulary,boya-elementary-ii:亏码:haoma,boya-elementary-ii,,亏码,haoma,,,number,số; số điện thoại,translated_subagent_draft
vocabulary,boya-elementary-ii:盒:he,boya-elementary-ii,,盒,he,,,box,hộp,translated_subagent_draft
vocabulary,boya-elementary-ii:该:gai,boya-elementary-ii,,该,gai,,,should,nên; đến lượt; đến lúc,translated_subagent_draft
vocabulary,boya-elementary-ii:河流:heliu,boya-elementary-ii,,河流,heliu,,,river,sông ngòi,translated_subagent_draft
vocabulary,boya-elementary-ii:干净:ganjing,boya-elementary-ii,,干净,ganjing,,,clean,sạch,translated_subagent_draft
vocabulary,boya-elementary-ii:黑板:heiban,boya-elementary-ii,,黑板,heiban,,,blackboard,bảng đen,translated_subagent_draft
vocabulary,boya-elementary-ii:烘干机:hongganji,boya-elementary-ii,,烘干机,hongganji,,,,máy sấy khô,translated_subagent_draft
vocabulary,boya-elementary-ii:家具:jiaju,boya-elementary-ii,,家具,jiaju,,,furniture,đồ nội thất,translated_subagent_draft
vocabulary,boya-elementary-ii:呼吸:huxi,boya-elementary-ii,,呼吸,huxi,,,to breathe,hô hấp; thở,translated_subagent_draft
vocabulary,boya-elementary-ii:家乡:jiaxiaing,boya-elementary-ii,,家乡,jiaxiaing,,,hometown,quê hương,translated_subagent_draft
vocabulary,boya-elementary-ii:湖:hu,boya-elementary-ii,,湖,hu,,,lake,hồ,translated_subagent_draft
vocabulary,boya-elementary-ii:价钱:jidqian,boya-elementary-ii,,价钱,jidqian,,,price,giá tiền,translated_subagent_draft
vocabulary,boya-elementary-ii:护照:huzhdo,boya-elementary-ii,,护照,huzhdo,,,passport,hộ chiếu,translated_subagent_draft
vocabulary,boya-elementary-ii:假期:jidqi,boya-elementary-ii,,假期,jidqi,,,vacation,kỳ nghỉ,translated_subagent_draft
vocabulary,boya-elementary-ii:花儿:huar,boya-elementary-ii,,花儿,huar,,,flower,hoa,translated_subagent_draft
