vocabulary_key,textbook_id,volume,word,pinyin,part_of_speech,meaning_en_source,meaning_vi,meaning_vi_status,repeated_mark,lesson_numbers,lesson_titles,source_printed_pages,source_appendix_pdf_pages,source_section,source_status,source_notes
boya-elementary-i:你:ni,boya-elementary-i,初级起步篇 I,你,ni,代,yOu jido to call,bạn; anh/chị,translated_subagent_draft,,1;4,拼音和日常用语（一）;你叫什么名字,4,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:你们:nimen,boya-elementary-i,初级起步篇 I,你们,nimen,代,you （plural）,các bạn; mọi người,translated_subagent_draft,,1;5,拼音和日常用语（一）;认识你很高兴,5,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:妈妈:mama,boya-elementary-i,初级起步篇 I,妈妈,mama,名,mother,mẹ,translated_subagent_draft,,3;14,拼音和日常用语（三）;祝你生日快乐,14,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:牛奶:niundi,boya-elementary-i,初级起步篇 I,牛奶,niundi,名,milk,sữa,translated_subagent_draft,,3;10,拼音和日常用语（三）;西瓜怎么卖,10,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:吗:ma,boya-elementary-i,初级起步篇 I,吗,ma,助,sentence to transform it into a question,trợ từ đặt cuối câu hỏi,translated_subagent_draft,,1;4,拼音和日常用语（一）;你叫什么名字,4,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:努力:nuli,boya-elementary-i,初级起步篇 I,努力,nuli,形,hard; arduous,chăm chỉ; cố gắng,translated_subagent_draft,,5;25,认识你很高兴;准备好了吗,25,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:头:mai,boya-elementary-i,初级起步篇 I,头,mai,动,to buy,mua,translated_subagent_draft,,3;10,拼音和日常用语（三）;西瓜怎么卖,10,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:女:ni,boya-elementary-i,初级起步篇 I,女,ni,名,female,nữ; phụ nữ,translated_subagent_draft,,2;9,拼音和日常用语（二）;我们怎么去,9,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:卖:mai,boya-elementary-i,初级起步篇 I,卖,mai,,to sell,bán,translated_subagent_draft,,3;10,拼音和日常用语（三）;西瓜怎么卖,10,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:女朋友:nupengyou,boya-elementary-i,初级起步篇 I,女朋友,nupengyou,名,geilfriend,bạn gái,translated_subagent_draft,,3;10,拼音和日常用语（三）;西瓜怎么卖,10,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:忙:mang,boya-elementary-i,初级起步篇 I,忙,mang,动、形,busy,bận,translated_subagent_draft,,4;17,你叫什么名字;喝茶还是喝咖啡,17,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:毛（角）:maojiao,boya-elementary-i,初级起步篇 I,毛（角）,máo (jiǎo),量,,hào (một phần mười đồng),translated_subagent_draft,,3;10,拼音和日常用语（三）;西瓜怎么卖,10,243,词语总表,appendix_canonical_repaired_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；拼音 OCR 修为 máo (jiǎo)
boya-elementary-i:毛笔:maobi,boya-elementary-i,初级起步篇 I,毛笔,maobi,名,Chinese writing brush,bút lông,translated_subagent_draft,,5;24,认识你很高兴;学得怎么样,24,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:爬山:pashan,boya-elementary-i,初级起步篇 I,爬山,pa shan,,to clime the mountain,leo núi,translated_subagent_draft,,3;12,拼音和日常用语（三）;我正在等公共汽车呢,12,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:没（有）:meiyou,boya-elementary-i,初级起步篇 I,没（有）,méi(yǒu),动,to do not have,không có,translated_subagent_draft,,2;8,拼音和日常用语（二）;明天晚上你有时间吗,8,243,词语总表,appendix_canonical_repaired_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；拼音 OCR 修为 méi(yǒu)
boya-elementary-i:拍:pai,boya-elementary-i,初级起步篇 I,拍,pai,动,to take （a picture）； to pat,chụp; vỗ,translated_subagent_draft,,5;24,认识你很高兴;学得怎么样,24,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:每:mei,boya-elementary-i,初级起步篇 I,每,mei,代,Cvery,mỗi,translated_subagent_draft,,3;12,拼音和日常用语（三）;我正在等公共汽车呢,12,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:旁边:pangbian,boya-elementary-i,初级起步篇 I,旁边,pangbian,名,side,bên cạnh,translated_subagent_draft,,2;9,拼音和日常用语（二）;我们怎么去,9,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:门口:menkou,boya-elementary-i,初级起步篇 I,门口,menkou,名,"entrance, gate",cửa ra vào; trước cửa,translated_subagent_draft,,4;22,你叫什么名字;明天你下了课去哪儿,22,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:胖:pang,boya-elementary-i,初级起步篇 I,胖,pang,形,fat,béo; mập,translated_subagent_draft,,3;14,拼音和日常用语（三）;祝你生日快乐,14,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:米饭:mifan,boya-elementary-i,初级起步篇 I,米饭,mifan,,,cơm,translated_subagent_draft,,4;16,你叫什么名字;来一斤饺子,16,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:朋友:pengyou,boya-elementary-i,初级起步篇 I,朋友,pengyou,名,friend,bạn bè,translated_subagent_draft,,1;5,拼音和日常用语（一）;认识你很高兴,5,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:面包:mianbao,boya-elementary-i,初级起步篇 I,面包,mianbao,名,bread,bánh mì,translated_subagent_draft,,3;10,拼音和日常用语（三）;西瓜怎么卖,10,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:啤酒:piji,boya-elementary-i,初级起步篇 I,啤酒,piji,名,beer,bia,translated_subagent_draft,,3;10,拼音和日常用语（三）;西瓜怎么卖,10,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:面食:midnshi,boya-elementary-i,初级起步篇 I,面食,midnshi,名,wheat-based food,món làm từ bột mì,translated_subagent_draft,,4;16,你叫什么名字;来一斤饺子,16,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:便宜:pianyi,boya-elementary-i,初级起步篇 I,便宜,pianyi,形,cheap,rẻ,translated_subagent_draft,,3;13,拼音和日常用语（三）;你打算买什么样子,13,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:面条儿:miantidor,boya-elementary-i,初级起步篇 I,面条儿,miantidor,名,noodle,mì sợi,translated_subagent_draft,,4;16,你叫什么名字;来一斤饺子,16,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:票:pido,boya-elementary-i,初级起步篇 I,票,pido,名,ticket extremely （used after adjective indicating to a high degree）,vé,translated_subagent_draft,,4;23,你叫什么名字;假期有什么打算,23,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:名字:mingzi,boya-elementary-i,初级起步篇 I,名字,mingzi,名,name,tên,translated_subagent_draft,,1;4,拼音和日常用语（一）;你叫什么名字,4,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:漂亮:pidoliang,boya-elementary-i,初级起步篇 I,漂亮,pidoliang,形,beautiful,đẹp,translated_subagent_draft,,3;12,拼音和日常用语（三）;我正在等公共汽车呢,12,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:明白:mingbai,boya-elementary-i,初级起步篇 I,明白,mingbai,动,to understand,hiểu; rõ,translated_subagent_draft,,3;15,拼音和日常用语（三）;我可以试试吗,15,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:苹果:pinggui,boya-elementary-i,初级起步篇 I,苹果,pinggui,名,apple,táo,translated_subagent_draft,,3;10,拼音和日常用语（三）;西瓜怎么卖,10,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:明天:mingtian,boya-elementary-i,初级起步篇 I,明天,mingtian,名,tomorrow,ngày mai,translated_subagent_draft,,2;8,拼音和日常用语（二）;明天晚上你有时间吗,8,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:屏幕:pingmi,boya-elementary-i,初级起步篇 I,屏幕,pingmi,名,screen,màn hình,translated_subagent_draft,,3;13,拼音和日常用语（三）;你打算买什么样子,13,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:蘑菇:mogu,boya-elementary-i,初级起步篇 I,蘑菇,mogu,名,mushroom,nấm,translated_subagent_draft,,4;16,你叫什么名字;来一斤饺子,16,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:瓶:ping,boya-elementary-i,初级起步篇 I,瓶,ping,名,"bottle master in trade, used to",chai (lượng từ),translated_subagent_draft,,3;10,拼音和日常用语（三）;西瓜怎么卖,10,243,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
