record_type,record_id,meaning_vi,meaning_vi_status
grammar,boya-elementary-ii:lesson-17:audit-grammar-005,一个一个地加 động từ nghĩa là làm lần lượt từng cái hoặc từng người.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-17:audit-grammar-006,一方面…另一方面… trình bày hai mặt hay hai lý do song song.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-17:audit-grammar-007,不够加 người hoặc thời gian加 động từ nghĩa là không đủ nguồn lực để làm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-17:audit-grammar-008,可以加 động từ diễn tả được phép hoặc có thể.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-17:audit-grammar-009,Động từ加 thời lượng cho biết làm việc đó trong bao lâu.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-17:audit-grammar-010,多么加 tính từ加啊 là câu cảm thán nhấn mạnh mức độ rất cao.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-18:audit-grammar-001,虽然…但是… diễn tả dù có điều ở vế đầu nhưng kết quả trái với mong đợi ở vế sau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-18:audit-grammar-002,Câu bị động dùng 被 để nói chủ thể chịu tác động của hành động từ bên ngoài.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-18:audit-grammar-003,只要…就… nói chỉ cần một điều kiện là kết quả có thể xảy ra.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-18:audit-grammar-004,一边…一边… diễn tả đồng thời làm hai việc.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-18:audit-grammar-005,从来没加 động từ nghĩa là từ trước đến nay chưa từng làm hoặc chưa từng xảy ra.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-18:audit-grammar-006,要是…非…不可 nêu điều kiện rồi nhấn mạnh bắt buộc phải làm điều ở vế sau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-18:audit-grammar-007,Động từ加得很 diễn tả hành động được thực hiện ở mức độ cao.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-18:audit-grammar-008,应该加 động từ dùng để khuyên hoặc nói việc nên làm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-18:audit-grammar-009,最好加 động từ đưa ra lời khuyên về lựa chọn tốt nhất.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-18:audit-grammar-010,的时候 đặt sau cụm thời gian hay hành động để nói vào lúc đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-18:audit-grammar-011,一件一件地加 động từ nghĩa là làm hoặc xử lý từng việc từng món một.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-18:audit-grammar-012,对…来说 dùng để nêu nhận xét theo góc nhìn của một người hay phương diện.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-18:audit-grammar-013,同时加 động từ diễn tả hai hành động hoặc tình huống xảy ra cùng lúc.,translated_subagent_draft
expression,boya-elementary-i:lesson-01:expression-01,Xin chào,translated_subagent_draft
expression,boya-elementary-i:lesson-01:expression-02,Cảm ơn,translated_subagent_draft
expression,boya-elementary-i:lesson-01:expression-03,Không có gì,translated_subagent_draft
expression,boya-elementary-i:lesson-01:expression-04,Xin lỗi,translated_subagent_draft
expression,boya-elementary-i:lesson-01:expression-05,Không sao,translated_subagent_draft
expression,boya-elementary-i:lesson-01:expression-06,Tạm biệt,translated_subagent_draft
expression,boya-elementary-i:lesson-02:expression-01,Chào buổi sáng,translated_subagent_draft
expression,boya-elementary-i:lesson-02:expression-02,Chào buổi tối,translated_subagent_draft
expression,boya-elementary-i:lesson-02:expression-03,Hẹn gặp ngày mai,translated_subagent_draft
expression,boya-elementary-i:lesson-02:expression-04,Mời vào,translated_subagent_draft
expression,boya-elementary-i:lesson-02:expression-05,Cái gì?; Gì?,translated_subagent_draft
expression,boya-elementary-i:lesson-02:expression-06,Bao nhiêu tiền?,translated_subagent_draft
expression,boya-elementary-i:lesson-03:expression-01,Tôi hiểu rồi,translated_subagent_draft
expression,boya-elementary-i:lesson-03:expression-02,Tôi nghe không hiểu,translated_subagent_draft
expression,boya-elementary-i:lesson-03:expression-03,Xin hãy nói lại một lần nữa,translated_subagent_draft
expression,boya-elementary-i:lesson-03:expression-04,Đắt quá,translated_subagent_draft
expression,boya-elementary-i:lesson-03:expression-05,Rẻ hơn một chút nhé,translated_subagent_draft
expression,boya-elementary-i:lesson-03:expression-06,Nhà vệ sinh ở đâu?,translated_subagent_draft
